"car_id","timestamp","province","city"
"000296635f69235776b63d06401b3bbd",2025-09-24 05:55:05.111000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 07:55:27.288000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-24 07:56:40.913000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 08:00:03.187000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-24 08:03:14.389000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 08:21:19.426000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 09:03:47.382000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 09:16:29.900000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-24 09:19:33.736000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 09:40:04.859000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-24 09:47:20.529000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 10:21:18,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 10:21:18.856000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 10:25:55.689000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-24 10:30:09.303000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 10:51:09.630000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 10:52:33,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 10:53:16.500000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 18:01:00,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 18:01:00.662000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 18:01:09,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 18:01:09.113000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-24 22:01:11.618000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 02:01:14.139000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 06:01:17.311000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 07:32:02.228000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 11:32:04.918000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 12:54:08,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 12:54:54.854000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 12:55:17,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 12:55:31.807000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 15:14:01.906000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-25 15:15:11.327000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 15:18:23.283000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-25 15:18:45.161000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 15:23:59.786000000,کرمانشاه,
"000296635f69235776b63d06401b3bbd",2025-09-25 15:28:19.481000000,کردستان,
"000296635f69235776b63d06401b3bbd",2025-09-25 15:35:21.620000000,کرمانشاه,
